main_category,sub_category,sub_category_url
Computers,Computer Accessories & Peripherals,https://www.amazon.com//s?bbn=16225007011&rh=i%3Aspecialty-aps%2Cn%3A16225007011%2Cn%3A172456&ref_=nav_em__nav_desktop_sa_intl_computer_accessories_and_peripherals_0_2_7_2
